locus_tag	ftype	length_bp	gene	EC_number	COG	product
KAGFDIAF_00310	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
KAGFDIAF_00311	CDS	489	iscR		COG1959	HTH-type transcriptional regulator IscR
KAGFDIAF_00312	CDS	741	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
KAGFDIAF_00313	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
KAGFDIAF_00314	CDS	855			COG1073	putative protein
KAGFDIAF_00315	CDS	1281				hypothetical protein
KAGFDIAF_00316	CDS	1140	hcaT			putative 3-phenylpropionic acid transporter
KAGFDIAF_00317	CDS	891	hcaR_1			Hca operon transcriptional activator HcaR
KAGFDIAF_00318	CDS	1362	hcaE	1.14.12.19	COG4638	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
KAGFDIAF_00319	CDS	519	hcaF	1.14.12.19	COG5517	3-phenylpropionate/cinnamic acid dioxygenase subunit beta
KAGFDIAF_00320	CDS	321	hcaC		COG2146	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
KAGFDIAF_00321	CDS	813	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
KAGFDIAF_00322	tRNA	77				tRNA-Met(cat)
KAGFDIAF_00323	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
KAGFDIAF_00324	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
KAGFDIAF_00325	CDS	1827	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
KAGFDIAF_00326	CDS	3543	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
KAGFDIAF_00327	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
KAGFDIAF_00328	CDS	3369	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
KAGFDIAF_00329	CDS	324				hypothetical protein
KAGFDIAF_00330	CDS	408				hypothetical protein
KAGFDIAF_00331	CDS	564				hypothetical protein
KAGFDIAF_00332	CDS	471				hypothetical protein
KAGFDIAF_00333	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
KAGFDIAF_00334	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
KAGFDIAF_00335	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
KAGFDIAF_00336	CDS	531	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
KAGFDIAF_00337	CDS	147				hypothetical protein
KAGFDIAF_00338	CDS	690	mutH		COG3066	DNA mismatch repair protein MutH
KAGFDIAF_00339	CDS	714				hypothetical protein
KAGFDIAF_00340	CDS	219	ygdR_1			putative lipoprotein YgdR
KAGFDIAF_00341	CDS	1041	tas		COG0667	Protein tas
KAGFDIAF_00342	CDS	1194	lplT			Lysophospholipid transporter LplT
KAGFDIAF_00343	CDS	2160	aas		COG0204	Bifunctional protein Aas
KAGFDIAF_00344	CDS	1032	galR		COG1609	HTH-type transcriptional regulator GalR
KAGFDIAF_00345	CDS	1263	lysA	4.1.1.20		Diaminopimelate decarboxylase
KAGFDIAF_00346	CDS	936	occR			Octopine catabolism/uptake operon regulatory protein OccR
KAGFDIAF_00347	CDS	693	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
KAGFDIAF_00348	CDS	864				hypothetical protein
KAGFDIAF_00349	CDS	825				hypothetical protein
KAGFDIAF_00350	CDS	618				hypothetical protein
KAGFDIAF_00351	CDS	1683	ligB	6.5.1.2	COG0272	DNA ligase B
KAGFDIAF_00352	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
KAGFDIAF_00353	CDS	276	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
KAGFDIAF_00354	CDS	2109	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
KAGFDIAF_00355	CDS	690	trmH_1	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
KAGFDIAF_00356	CDS	2082	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
KAGFDIAF_00357	CDS	867				hypothetical protein
KAGFDIAF_00358	CDS	1206	gltS		COG0786	Sodium/glutamate symporter
KAGFDIAF_00359	CDS	1392	xanP		COG2233	Xanthine permease XanP
KAGFDIAF_00360	CDS	1710				hypothetical protein
KAGFDIAF_00361	CDS	2319	yicI	3.2.1.177	COG1501	Alpha-xylosidase
KAGFDIAF_00362	CDS	1383	yicJ_1		COG2211	Inner membrane symporter YicJ
KAGFDIAF_00363	tRNA	95				tRNA-SeC(tca)
KAGFDIAF_00364	CDS	1185	intS		COG0582	Prophage integrase IntS
KAGFDIAF_00365	CDS	1044				hypothetical protein
KAGFDIAF_00366	CDS	1071	cytR_1		COG1609	HTH-type transcriptional repressor CytR
KAGFDIAF_00367	CDS	1302	exuT_1			Hexuronate transporter
KAGFDIAF_00368	CDS	2382				hypothetical protein
KAGFDIAF_00369	CDS	486				Single-stranded DNA-binding protein
KAGFDIAF_00370	CDS	1164				hypothetical protein
KAGFDIAF_00371	CDS	312				hypothetical protein
KAGFDIAF_00372	CDS	375				hypothetical protein
KAGFDIAF_00373	CDS	156				hypothetical protein
KAGFDIAF_00374	CDS	186				IS3 family transposase ISEc48
KAGFDIAF_00375	CDS	1041	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
KAGFDIAF_00376	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
KAGFDIAF_00377	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
KAGFDIAF_00378	CDS	735	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
KAGFDIAF_00379	CDS	237	acpP_1			Acyl carrier protein
KAGFDIAF_00380	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
KAGFDIAF_00381	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
KAGFDIAF_00382	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
KAGFDIAF_00383	CDS	642	tmk_1	2.7.4.9	COG0125	Thymidylate kinase
KAGFDIAF_00384	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
KAGFDIAF_00385	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
KAGFDIAF_00386	CDS	1434	ptsG		COG1263	PTS system glucose-specific EIICB component
KAGFDIAF_00387	CDS	2190	fhuE		COG4773	FhuE receptor
KAGFDIAF_00388	CDS	360	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
KAGFDIAF_00389	CDS	378				hypothetical protein
KAGFDIAF_00390	CDS	642	lpoB		COG3417	Penicillin-binding protein activator LpoB
KAGFDIAF_00391	CDS	825	thiK	2.7.1.89	COG0510	Thiamine kinase
KAGFDIAF_00392	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
KAGFDIAF_00393	CDS	543				hypothetical protein
KAGFDIAF_00394	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
KAGFDIAF_00395	CDS	540				hypothetical protein
KAGFDIAF_00396	CDS	696	comR			HTH-type transcriptional repressor ComR
KAGFDIAF_00397	CDS	258	bhsA_1			Multiple stress resistance protein BhsA
KAGFDIAF_00398	CDS	960	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
KAGFDIAF_00399	CDS	3495	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
KAGFDIAF_00400	CDS	1074	ycfT		COG4763	Inner membrane protein YcfT
KAGFDIAF_00401	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
KAGFDIAF_00402	CDS	702	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
KAGFDIAF_00403	CDS	1239	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
KAGFDIAF_00404	CDS	432	nagK_1	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
KAGFDIAF_00405	CDS	1227	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
KAGFDIAF_00406	CDS	1017	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
KAGFDIAF_00407	CDS	1158	malT_1		COG2909	HTH-type transcriptional regulator MalT
KAGFDIAF_00408	CDS	1593	malT_2		COG2909	HTH-type transcriptional regulator MalT
KAGFDIAF_00409	CDS	2394	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
KAGFDIAF_00410	CDS	2085	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
KAGFDIAF_00411	CDS	1317	gntT		COG2610	High-affinity gluconate transporter
KAGFDIAF_00412	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
KAGFDIAF_00413	CDS	684	prs_1			Putative ribose-phosphate pyrophosphokinase
KAGFDIAF_00414	CDS	771	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
KAGFDIAF_00415	CDS	879				ISNCY family transposase ISVsa17
KAGFDIAF_00416	CDS	237	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
KAGFDIAF_00417	CDS	2322	feoB		COG0370	Fe(2+) transporter FeoB
KAGFDIAF_00418	CDS	228	feoA		COG1918	Fe(2+) transport protein A
KAGFDIAF_00419	CDS	2322	yhgF		COG2183	Protein YhgF
KAGFDIAF_00420	CDS	477	greB		COG0782	Transcription elongation factor GreB
KAGFDIAF_00421	CDS	720	ompR			Transcriptional regulatory protein OmpR
KAGFDIAF_00422	CDS	1353	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
KAGFDIAF_00423	CDS	1623	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
KAGFDIAF_00424	CDS	1725				hypothetical protein
KAGFDIAF_00425	CDS	879	hslO		COG1281	33 kDa chaperonin
KAGFDIAF_00426	CDS	402	hslR		COG1188	Heat shock protein 15
KAGFDIAF_00427	CDS	669	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
KAGFDIAF_00428	CDS	2136	yrfF			Putative membrane protein IgaA 
KAGFDIAF_00429	CDS	540	elfA			Fimbrial subunit ElfA
KAGFDIAF_00430	CDS	702	elfD		COG3121	putative fimbrial chaperone protein ElfD
KAGFDIAF_00431	CDS	2601	elfC		COG3188	putative outer membrane usher protein ElfC
KAGFDIAF_00432	CDS	1071	elfG		COG3539	putative fimbrial-like protein ElfG
KAGFDIAF_00433	CDS	543	ycbU		COG3539	putative fimbrial-like protein YcbU
KAGFDIAF_00434	CDS	564	ycbV		COG3539	putative fimbrial-like protein YcbV
KAGFDIAF_00435	CDS	690	ycbF		COG3121	putative fimbrial chaperone YcbF
KAGFDIAF_00436	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
KAGFDIAF_00437	CDS	543	zapC			Cell division protein ZapC
KAGFDIAF_00438	CDS	1110	ycbX		COG0633	putative protein YcbX
KAGFDIAF_00439	CDS	2109	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
KAGFDIAF_00440	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
KAGFDIAF_00441	CDS	1254	pqiA		COG2995	Intermembrane transport protein PqiA
KAGFDIAF_00442	CDS	1641	pqiB		COG3008	Intermembrane transport protein PqiB
KAGFDIAF_00443	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
KAGFDIAF_00444	CDS	168	rmf		COG3130	Ribosome modulation factor
KAGFDIAF_00445	CDS	627	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
KAGFDIAF_00446	CDS	1761	lon_1	3.4.21.53		Lon protease
KAGFDIAF_00447	CDS	453	matP		COG3120	Macrodomain Ter protein
KAGFDIAF_00448	CDS	1041	ompA		COG2885	Outer membrane protein A
KAGFDIAF_00449	CDS	510	sulA		COG5404	Cell division inhibitor SulA
KAGFDIAF_00450	CDS	630	sxy		COG3070	Protein Sxy
KAGFDIAF_00451	CDS	2163	yccS		COG1289	Inner membrane protein YccS
KAGFDIAF_00452	CDS	447	yccF		COG3304	Inner membrane protein YccF
KAGFDIAF_00453	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
KAGFDIAF_00454	CDS	459	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
KAGFDIAF_00455	CDS	663				hypothetical protein
KAGFDIAF_00456	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
KAGFDIAF_00457	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
KAGFDIAF_00458	CDS	1833				hypothetical protein
KAGFDIAF_00459	CDS	651	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
KAGFDIAF_00460	CDS	495				hypothetical protein
KAGFDIAF_00461	CDS	456				hypothetical protein
KAGFDIAF_00462	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
KAGFDIAF_00463	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
KAGFDIAF_00464	CDS	1479				hypothetical protein
KAGFDIAF_00465	CDS	543	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
KAGFDIAF_00466	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
KAGFDIAF_00467	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
KAGFDIAF_00468	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
KAGFDIAF_00469	CDS	363	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
KAGFDIAF_00470	CDS	894				Epimerase family protein
KAGFDIAF_00471	CDS	891				ISNCY family transposase ISRor2
KAGFDIAF_00472	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
KAGFDIAF_00473	CDS	717	hisM		COG4160	Histidine transport system permease protein HisM
KAGFDIAF_00474	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
KAGFDIAF_00475	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
KAGFDIAF_00476	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
KAGFDIAF_00477	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
KAGFDIAF_00478	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
KAGFDIAF_00479	CDS	489	cvpA		COG1286	Colicin V production protein
KAGFDIAF_00480	CDS	663	dedD			Cell division protein DedD
KAGFDIAF_00481	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
KAGFDIAF_00482	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
KAGFDIAF_00483	CDS	660	dedA		COG0586	Protein DedA
KAGFDIAF_00484	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
KAGFDIAF_00485	CDS	480	usg		COG0136	USG-1 protein
KAGFDIAF_00486	CDS	2562	mutS		COG0249	DNA mismatch repair protein MutS
KAGFDIAF_00487	CDS	135				hypothetical protein
KAGFDIAF_00488	CDS	354				hypothetical protein
KAGFDIAF_00489	CDS	2079	fhlA		COG3604	Formate hydrogenlyase transcriptional activator FhlA
KAGFDIAF_00490	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
KAGFDIAF_00491	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
KAGFDIAF_00492	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
KAGFDIAF_00493	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
KAGFDIAF_00494	CDS	351	hypA		COG0375	Hydrogenase maturation factor HypA
KAGFDIAF_00495	CDS	462	hycA			Formate hydrogenlyase regulatory protein HycA
KAGFDIAF_00496	CDS	612	hyfA_2	1.-.-.-	COG1142	Hydrogenase-4 component A
KAGFDIAF_00497	CDS	1827	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
KAGFDIAF_00498	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
KAGFDIAF_00499	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
KAGFDIAF_00500	CDS	543	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
KAGFDIAF_00501	CDS	768	hycG_1		COG3260	Formate hydrogenlyase subunit 7
KAGFDIAF_00502	CDS	411				hypothetical protein
KAGFDIAF_00503	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
KAGFDIAF_00504	CDS	1425	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
KAGFDIAF_00505	CDS	1458	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
KAGFDIAF_00506	CDS	1014	ascG		COG1609	HTH-type transcriptional regulator AscG
KAGFDIAF_00507	CDS	528	hyfA_3	1.-.-.-	COG1142	Hydrogenase-4 component A
KAGFDIAF_00508	CDS	2253	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
KAGFDIAF_00509	CDS	1134	norW	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
KAGFDIAF_00510	CDS	1440	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
KAGFDIAF_00511	CDS	219				hypothetical protein
KAGFDIAF_00512	CDS	264				hypothetical protein
KAGFDIAF_00513	CDS	273	yhcO		COG2732	putative protein YhcO
KAGFDIAF_00514	CDS	1968	aaeB		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
KAGFDIAF_00515	CDS	933	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
KAGFDIAF_00516	CDS	204	aaeX			Protein AaeX
KAGFDIAF_00517	CDS	930	dmlR_1			HTH-type transcriptional regulator DmlR
KAGFDIAF_00518	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
KAGFDIAF_00519	CDS	3801				hypothetical protein
KAGFDIAF_00520	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
KAGFDIAF_00521	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
KAGFDIAF_00522	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
KAGFDIAF_00523	CDS	1104	mreC		COG1792	Cell shape-determining protein MreC
KAGFDIAF_00524	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
KAGFDIAF_00525	CDS	1941	csrD			RNase E specificity factor CsrD
KAGFDIAF_00526	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
KAGFDIAF_00527	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
KAGFDIAF_00528	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
KAGFDIAF_00529	CDS	243	yhdT		COG3924	putative membrane protein YhdT
KAGFDIAF_00530	CDS	1482	panF		COG4145	Sodium/pantothenate symporter
KAGFDIAF_00531	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
KAGFDIAF_00532	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
KAGFDIAF_00533	CDS	297	fis		COG2901	DNA-binding protein Fis
KAGFDIAF_00534	CDS	885	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
KAGFDIAF_00535	CDS	180				hypothetical protein
KAGFDIAF_00536	CDS	663	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
KAGFDIAF_00537	CDS	261	rof		COG4568	Protein rof
KAGFDIAF_00538	CDS	1299	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
KAGFDIAF_00539	CDS	390				hypothetical protein
KAGFDIAF_00540	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
KAGFDIAF_00541	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
KAGFDIAF_00542	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
KAGFDIAF_00543	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
KAGFDIAF_00544	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
KAGFDIAF_00545	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
KAGFDIAF_00546	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
KAGFDIAF_00547	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
KAGFDIAF_00548	CDS	486	skp		COG2825	Chaperone protein Skp
KAGFDIAF_00549	CDS	2433	bamA		COG4775	Outer membrane protein assembly factor BamA
KAGFDIAF_00550	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
KAGFDIAF_00551	CDS	750	cdsA_1	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
KAGFDIAF_00552	CDS	153				hypothetical protein
KAGFDIAF_00553	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
KAGFDIAF_00554	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
KAGFDIAF_00555	CDS	558	frr		COG0233	Ribosome-recycling factor
KAGFDIAF_00556	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
KAGFDIAF_00557	CDS	852	tsf		COG0264	Elongation factor Ts
KAGFDIAF_00558	CDS	726	rpsB		COG0052	30S ribosomal protein S2
KAGFDIAF_00559	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
KAGFDIAF_00560	CDS	105				hypothetical protein
KAGFDIAF_00561	CDS	873	yebZ		COG1276	Inner membrane protein YebZ
KAGFDIAF_00562	CDS	375	yobA		COG2372	Protein YobA
KAGFDIAF_00563	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
KAGFDIAF_00564	CDS	657				hypothetical protein
KAGFDIAF_00565	CDS	663	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
KAGFDIAF_00566	CDS	2061	ptrB	3.4.21.83	COG1770	Protease 2
KAGFDIAF_00567	CDS	660	yebE		COG2979	Inner membrane protein YebE
KAGFDIAF_00568	CDS	111				hypothetical protein
KAGFDIAF_00569	CDS	207				hypothetical protein
KAGFDIAF_00570	CDS	357	yebF			Protein YebF
KAGFDIAF_00571	CDS	291				hypothetical protein
KAGFDIAF_00572	CDS	1179	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
KAGFDIAF_00573	CDS	642	eda		COG0800	KHG/KDPG aldolase
KAGFDIAF_00574	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
KAGFDIAF_00575	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
KAGFDIAF_00576	CDS	150				hypothetical protein
KAGFDIAF_00577	CDS	870	hexR		COG1737	HTH-type transcriptional regulator HexR
KAGFDIAF_00578	CDS	1443	pykA	2.7.1.40	COG0469	Pyruvate kinase II
KAGFDIAF_00579	CDS	972	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
KAGFDIAF_00580	CDS	1323	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
KAGFDIAF_00581	CDS	987	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
KAGFDIAF_00582	CDS	756	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
KAGFDIAF_00583	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
KAGFDIAF_00584	CDS	1011	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
KAGFDIAF_00585	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
KAGFDIAF_00586	CDS	603				hypothetical protein
KAGFDIAF_00587	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
KAGFDIAF_00588	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
KAGFDIAF_00589	CDS	510	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
KAGFDIAF_00590	CDS	1773	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
KAGFDIAF_00591	CDS	300				hypothetical protein
KAGFDIAF_00592	CDS	429	uspD		COG0589	Universal stress protein D
KAGFDIAF_00593	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
KAGFDIAF_00594	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
KAGFDIAF_00595	CDS	1509	glpK	2.7.1.30	COG0554	Glycerol kinase
KAGFDIAF_00596	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
KAGFDIAF_00597	CDS	240	zapB		COG3074	Cell division protein ZapB
KAGFDIAF_00598	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
KAGFDIAF_00599	CDS	927	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
KAGFDIAF_00600	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
KAGFDIAF_00601	CDS	531	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
KAGFDIAF_00602	CDS	855	ftsN		COG3087	Cell division protein FtsN
KAGFDIAF_00603	CDS	1026	cytR_2		COG1609	HTH-type transcriptional repressor CytR
KAGFDIAF_00604	CDS	2199	priA	3.6.4.-	COG1198	Primosomal protein N'
KAGFDIAF_00605	CDS	213	rpmE		COG0254	50S ribosomal protein L31
KAGFDIAF_00606	CDS	624				hypothetical protein
KAGFDIAF_00607	CDS	609				hypothetical protein
KAGFDIAF_00608	CDS	318	metJ		COG3060	Met repressor
KAGFDIAF_00609	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
KAGFDIAF_00610	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
KAGFDIAF_00611	CDS	891	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
KAGFDIAF_00612	CDS	2181	katG	1.11.1.21	COG0376	Catalase-peroxidase
KAGFDIAF_00613	CDS	906	yijE			putative cystine transporter YijE
KAGFDIAF_00614	CDS	618				hypothetical protein
KAGFDIAF_00615	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
KAGFDIAF_00616	CDS	540	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
KAGFDIAF_00617	CDS	1470	gspA_1			Putative general secretion pathway protein A
KAGFDIAF_00618	CDS	420	gspB			Putative general secretion pathway protein B
KAGFDIAF_00619	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
KAGFDIAF_00620	CDS	630	rplC		COG0087	50S ribosomal protein L3
KAGFDIAF_00621	CDS	606	rplD		COG0088	50S ribosomal protein L4
KAGFDIAF_00622	CDS	303	rplW		COG0089	50S ribosomal protein L23
KAGFDIAF_00623	CDS	822	rplB		COG0090	50S ribosomal protein L2
KAGFDIAF_00624	CDS	279	rpsS		COG0185	30S ribosomal protein S19
KAGFDIAF_00625	CDS	333	rplV		COG0091	50S ribosomal protein L22
